"ResultId","WordLength","Date","Journal","Risk","Year","Focus","Facts.Causes","Facts.Mitigation","Facts.Populations","Framing.Causes","Framing.Mitigation","Framing.Solutions","Framing.Populations","Sentiment","Threat","Demographics"
"urn:contentItem:53MM-10V1-JC8F-K17R-00000-00",8169,"2011-08-24 00:00:00+00:00","Star Tribune","Diabetes",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:52GW-N7F1-DXY4-X20J-00000-00",1214,"2011-03-29 00:00:00+00:00","New York Times","Diabetes",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5485-2WS1-DXY4-X19C-00000-00",936,"2011-11-15 00:00:00+00:00","New York Times","Diabetes",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0 Neutral","1 (Not at all)",""
"urn:contentItem:5222-8B41-DYRH-91TC-00000-00",578,"2011-01-27 00:00:00+00:00","Star Tribune","Diabetes",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:52W6-CXR1-JCBJ-Y228-00000-00",650,"2011-05-14 00:00:00+00:00","Tampa Bay Times","Diabetes",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:55HS-4NC1-JC8N-K0F8-00000-00",536,"2012-04-30 00:00:00+00:00","USA Today","Diabetes",2012,"Slightly","['Lifestyle']","['Medication', 'Diet', 'Innovations/Technology']","['Age = young', 'SES = Not mentioned and not implied']","30","60","20","Both","-5","8",""
"urn:contentItem:560H-3R51-DYRH-94PS-00000-00",342,"2012-06-25 00:00:00+00:00","Star Tribune","Diabetes",2012,"Mentions once","Not mentioned and not implied","['Medication', 'Other behavior']","Not mentioned and not implied","Not mentioned and not implied","80","70","Mostly collective","0","1",""
"urn:contentItem:56X0-5CV1-DYTM-N4BJ-00000-00",529,"2012-10-26 00:00:00+00:00","Tampa Bay Times","Diabetes",2012,"Slightly","Not mentioned and not implied","['Community solutions']","[{'Age': 'young'}, {'Gender': 'male, female'}]","Not mentioned and not implied","50","70","Both","5","5",""
"urn:contentItem:57CK-2471-JBG3-62N6-00000-00",950,"2012-12-07 00:00:00+00:00","New York Times","Diabetes",2012,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:57D5-VGH1-DYRH-93G8-00000-00",1123,"2012-12-30 00:00:00+00:00","Star Tribune","Diabetes",2012,"Mostly","['Environmental', 'Lifestyle']","['Medication', 'Diet', 'Exercise', 'Innovations/Technology', 'Community solutions']","['Age = adolescents and teens', 'SES = poor']","80","60","30","Both","-6","9",""
"urn:contentItem:57K4-6W61-JCBJ-Y0TP-00000-00",1118,"2013-01-24 00:00:00+00:00","Tampa Bay Times","Diabetes",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:59DY-XY81-DYRH-90VD-00000-00",3498,"2013-09-20 00:00:00+00:00","Star Tribune","Diabetes",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5910-MXD1-DXY4-X0MV-00000-00",613,"2013-07-30 00:00:00+00:00","New York Times","Diabetes",2013,"Mentions once","['Not mentioned and not implied']","['Medication', 'Medical procedures', 'Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","0","Not mentioned and not implied","Mostly collective","0","2",""
"urn:contentItem:5987-KCW1-JBG3-63F6-00000-00",927,"2013-09-01 00:00:00+00:00","New York Times","Diabetes",2013,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:58D5-TC71-JBG3-648X-00000-00",696,"2013-05-12 00:00:00+00:00","New York Times","Diabetes",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5BXP-6S01-DYRH-901W-00000-00",448,"2014-04-06 00:00:00+00:00","Star Tribune","Diabetes",2014,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","0",""
"urn:contentItem:5CBR-3KP1-JCBJ-Y0H5-00000-00",3706,"2014-06-03 00:00:00+00:00","Tampa Bay Times","Diabetes",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5CJW-XKH1-DY2M-W1TT-00000-00",1683,"2014-07-02 00:00:00+00:00","New York Times","Diabetes",2014,"Mentions once","['Genetic', 'Lifestyle']","['Diet', 'Other behavior']","['Race = Not mentioned and not implied', 'Gender = female', 'Age = middle-aged', 'SES = Not mentioned and not implied']","40","50","10","Mostly individual","-4","6",""
"urn:contentItem:5BXP-6S01-DYRH-904W-00000-00",563,"2014-04-07 00:00:00+00:00","Star Tribune","Diabetes",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","[{'Gender': 'female'}]","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","7",""
"urn:contentItem:5B80-1CH1-DXY4-X2XX-00000-00",575,"2014-01-10 00:00:00+00:00","New York Times","Diabetes",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:5F6S-5P61-JCBJ-Y21B-00000-00",768,"2015-01-31 00:00:00+00:00","Tampa Bay Times","Diabetes",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5G8S-G4V1-DXY4-X1X5-00000-00",392,"2015-06-23 00:00:00+00:00","New York Times","Diabetes",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5G8S-G4V1-DXY4-X1XR-00000-00",1127,"2015-06-23 00:00:00+00:00","New York Times","Diabetes",2015,"Mentions once","Lifestyle","['Diet', 'Exercise', 'Policy', 'Community solutions']","{'Age': 'children', 'SES': 'Not mentioned and not implied'}","Not mentioned and not implied","80","80","Mostly collective","0","5",""
"urn:contentItem:5GNN-0J91-JBG3-6557-00000-00",831,"2015-08-13 00:00:00+00:00","New York Times","Diabetes",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Demographics of person with health risk or at-risk populations, e.g., [Race = African-American, Gender = male, Age = older-adult]","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","5 Moderately",""
"urn:contentItem:5G0N-GY71-DYTM-N2TV-00000-00",509,"2015-05-16 00:00:00+00:00","Tampa Bay Times","Diabetes",2015,"Mentions once","Not mentioned and not implied","Diet","Not mentioned and not implied","Not mentioned and not implied","60","Not mentioned and not implied","Mostly individual","5","2",""
"urn:contentItem:5JDG-9MB1-DXY4-X15B-00000-00",1138,"2016-03-29 00:00:00+00:00","New York Times","Diabetes",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Race = Asian (Chinese), Age = elderly, SES = Not mentioned","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","Neutral (0)","2",""
"urn:contentItem:5JF6-F2Y1-JCBJ-Y4JP-00000-00",1335,"2016-03-31 00:00:00+00:00","Tampa Bay Times","Diabetes",2016,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:5KPY-B371-DXY4-X305-00000-00",1077,"2016-09-16 00:00:00+00:00","New York Times","Diabetes",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5HYG-8191-JBG3-633H-00000-00",1380,"2016-01-28 00:00:00+00:00","New York Times","Diabetes",2016,"Mentions once","['Not mentioned and not implied']","['Medication']","['SES = poor']","Not mentioned and not implied","0","Not mentioned and not implied","Mostly individual","0","3",""
"urn:contentItem:5J0J-3V31-DYRR-90T3-00000-00",962,"2016-02-02 00:00:00+00:00","USA Today","Diabetes",2016,"Slightly","Not mentioned and not implied","['Medication']","Not mentioned and not implied","Not mentioned and not implied","50","70","Both","-3","4",""
"urn:contentItem:5PXR-4XW1-JBG3-62H5-00000-00",1221,"2017-11-11 00:00:00+00:00","New York Times","Diabetes",2017,"Mentions once","Lifestyle","Diet, Exercise","Not mentioned and not implied","50","50","0","Mostly collective","0","1",""
"urn:contentItem:5R0F-T981-DXY4-X17R-00000-00",1819,"2017-11-19 00:00:00+00:00","New York Times","Diabetes",2017,"Not at all","Genetic, Environmental, Lifestyle, Not mentioned and not implied","Medication, Diet, Exercise, Other behavior, Innovations/Technology, Community solutions","Demographics of person with health risk or at-risk populations, e.g., [Race = white, Gender = female, Age = young-adult, SES = poor] etc. If none are described say Not mentioned and not implied.","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","Not mentioned and not implied","Not mentioned and not implied",""
"urn:contentItem:5NPT-P3G1-JC8N-K396-00000-00",701,"2017-06-05 00:00:00+00:00","USA Today","Diabetes",2017,"Slightly","['Lifestyle']","['Diet', 'Policy']","['SES = poor']","80","70","40","Mostly collective","-5","7",""
"urn:contentItem:5R3W-XBV1-DYTM-N2X2-00000-00",1307,"2017-12-03 00:00:00+00:00","Tampa Bay Times","Diabetes",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","1",""
"urn:contentItem:5R7N-XD31-DXY4-X2M2-00000-00",2012,"2017-12-23 00:00:00+00:00","New York Times","Diabetes",2017,"Mentions once","['Lifestyle', 'Not mentioned and not implied']","['Diet', 'Exercise', 'Community solutions', 'Policy']","SES = poor","Not mentioned and not implied","40","40","Both","-3","5",""
"urn:contentItem:5THK-YR41-JC8F-K01G-00000-00",722,"2018-10-18 00:00:00+00:00","Star Tribune","Diabetes",2018,"Slightly","Not mentioned and not implied","['Innovations/Technology']","Not mentioned and not implied","Not mentioned and not implied","100","0","Not mentioned and not implied","8","1",""
"urn:contentItem:5S8N-SPK1-DXY4-X389-00000-00",671,"2018-05-08 00:00:00+00:00","New York Times","Diabetes",2018,"Slightly","Not mentioned and not implied","['Diet', 'Other behavior']","Not mentioned and not implied","Not mentioned and not implied","50","10","Mostly individual","0","5",""
"urn:contentItem:5TJG-DP41-JBG3-622C-00000-00",1077,"2018-10-22 00:00:00+00:00","New York Times","Diabetes",2018,"Mentions once","['Not mentioned and not implied']","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5T3P-5GR1-JBG3-64WJ-00000-00",315,"2018-08-23 00:00:00+00:00","New York Times","Diabetes",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5S3H-F7W1-JC8F-K2HM-00000-00",321,"2018-04-13 00:00:00+00:00","Star Tribune","Diabetes",2018,"Mentions once","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","3",""
"urn:contentItem:5VY9-5401-DXY4-X313-00000-00",1192,"2019-04-20 00:00:00+00:00","New York Times","Diabetes",2019,"Mentions once","Not mentioned and not implied","Policy","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","100","Only collective","0","1",""
"urn:contentItem:5VDX-1C41-DYTM-N3TG-00000-00",456,"2019-02-14 00:00:00+00:00","Tampa Bay Times","Diabetes",2019,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","1 Not at all",""
